,_away_team_id,_home_team_id,away_score,away_team,home_score,home_team,is_playoff,matchup_type,game_id,home_owner_displayName,home_owner_id,week,season,is_tie,is_bye,away_owner_displayName,away_owner_id,winner,loser,point_difference
900,5,8,148.0,Team(Team Double Dragon),120.0,Team(THE Miami Demon Dolphins),False,NONE,24f68754-f97d-472e-81e2-2af6d5efaf21,b50rock,{01CE0D04-A444-4E05-A299-3EB2F3AFB3CB},5,2018,False,False,jstoll65,{704398CC-E7F5-40F6-BA8F-D0C4843727AF},jstoll65,b50rock,28.0
901,10,6,118.0,Team(2 Str8 Dudes In a Twin Bed),138.0,Team(Black Man Feel it Feel it),False,NONE,252713c6-b61a-48da-9dd0-8023cc88ca03,Rodney19140,{FA77B69A-52E6-40D4-831F-8D35670B9BED},5,2018,False,False,adrenth01,{9F46CDD4-E40F-46AB-AF45-3203483549EA},Rodney19140,adrenth01,20.0
902,12,7,148.0,Team(Kerryon My Wayward Son),109.0,Team(You Can Call Me Daddy),False,NONE,10141dc3-e0ba-49b7-8878-76aea15687d6,njohnson9352,{79753C2B-58B1-4142-9639-04366A32FC38},5,2018,False,False,juicebox269,{3EE836C8-9956-4A3D-AE5B-6F24FFABAEB0},juicebox269,njohnson9352,39.0
903,1,13,126.0,Team(Team Tacky Dick),168.0,Team(Team Bangarang),False,NONE,21896d74-0c54-4fdf-8590-e251b9dd4a27,CheezeBallHustle,{D3C2EF9C-E296-4150-82EF-9CE296F1506A},6,2018,False,False,kevinconklin05,{BACD49E7-E651-4852-B571-C9889FA45A6B},CheezeBallHustle,kevinconklin05,42.0
904,2,9,126.0,Team(Twat Waffles),143.0,Team(Cucamonga Crack'a Killaz ),False,NONE,2a4820f0-8d5a-46d9-91fe-b663aa8faf0e,Dieselbaron,{B550370D-2841-4220-80C7-D7CF19847E04},6,2018,False,False,jmuggy20,{66554CD2-EC21-410C-9284-FC9D5614B933},Dieselbaron,jmuggy20,17.0
905,4,11,149.0,Team(Rich's Bitches),176.0,Team(Beats by Ray .),False,NONE,4f40d9b2-14e1-49e9-96ce-d352615a1198,joe52690,{E86AAC04-DB33-47FC-B06E-01CD6D7C34D5},6,2018,False,False,RichoSuave,{C15DACB8-4387-4BC5-98F6-10A6E48834D5},joe52690,RichoSuave,27.0
906,10,8,74.0,Team(2 Str8 Dudes In a Twin Bed),99.0,Team(THE Miami Demon Dolphins),False,NONE,18f68e39-0ac4-40bc-9860-a6b5f96525a3,b50rock,{01CE0D04-A444-4E05-A299-3EB2F3AFB3CB},6,2018,False,False,adrenth01,{9F46CDD4-E40F-46AB-AF45-3203483549EA},b50rock,adrenth01,25.0
907,5,7,156.0,Team(Team Double Dragon),114.0,Team(You Can Call Me Daddy),False,NONE,2ec17605-6eea-426c-8a21-cb80734358a8,njohnson9352,{79753C2B-58B1-4142-9639-04366A32FC38},6,2018,False,False,jstoll65,{704398CC-E7F5-40F6-BA8F-D0C4843727AF},jstoll65,njohnson9352,42.0
908,12,6,125.0,Team(Kerryon My Wayward Son),144.0,Team(Black Man Feel it Feel it),False,NONE,cfbebcb0-da65-45a8-b510-82d3714f2a8e,Rodney19140,{FA77B69A-52E6-40D4-831F-8D35670B9BED},6,2018,False,False,juicebox269,{3EE836C8-9956-4A3D-AE5B-6F24FFABAEB0},Rodney19140,juicebox269,19.0
909,2,11,153.0,Team(Twat Waffles),131.0,Team(Beats by Ray .),False,NONE,fd2b7dbc-b57d-41a9-ac9c-92c3a18b8466,joe52690,{E86AAC04-DB33-47FC-B06E-01CD6D7C34D5},7,2018,False,False,jmuggy20,{66554CD2-EC21-410C-9284-FC9D5614B933},jmuggy20,joe52690,22.0
910,13,9,133.0,Team(Team Bangarang),165.0,Team(Cucamonga Crack'a Killaz ),False,NONE,9d235c0a-6779-4ac3-ad2f-77ed980955f4,Dieselbaron,{B550370D-2841-4220-80C7-D7CF19847E04},7,2018,False,False,CheezeBallHustle,{D3C2EF9C-E296-4150-82EF-9CE296F1506A},Dieselbaron,CheezeBallHustle,32.0
911,1,4,97.0,Team(Team Tacky Dick),113.0,Team(Rich's Bitches),False,NONE,42bd15fc-8a60-472a-a5a2-d4b473c39146,RichoSuave,{C15DACB8-4387-4BC5-98F6-10A6E48834D5},7,2018,False,False,kevinconklin05,{BACD49E7-E651-4852-B571-C9889FA45A6B},RichoSuave,kevinconklin05,16.0
912,5,6,108.0,Team(Team Double Dragon),95.0,Team(Black Man Feel it Feel it),False,NONE,3d810748-9b81-438e-ab90-8980b0ba8077,Rodney19140,{FA77B69A-52E6-40D4-831F-8D35670B9BED},7,2018,False,False,jstoll65,{704398CC-E7F5-40F6-BA8F-D0C4843727AF},jstoll65,Rodney19140,13.0
913,8,7,95.0,Team(THE Miami Demon Dolphins),119.0,Team(You Can Call Me Daddy),False,NONE,27fe5e38-6216-41fe-b378-a26292812178,njohnson9352,{79753C2B-58B1-4142-9639-04366A32FC38},7,2018,False,False,b50rock,{01CE0D04-A444-4E05-A299-3EB2F3AFB3CB},njohnson9352,b50rock,24.0
914,10,12,121.0,Team(2 Str8 Dudes In a Twin Bed),113.0,Team(Kerryon My Wayward Son),False,NONE,0b43fb4e-ad91-45fd-8cdf-fed05b480ab6,juicebox269,{3EE836C8-9956-4A3D-AE5B-6F24FFABAEB0},7,2018,False,False,adrenth01,{9F46CDD4-E40F-46AB-AF45-3203483549EA},adrenth01,juicebox269,8.0
915,13,8,86.0,Team(Team Bangarang),101.0,Team(THE Miami Demon Dolphins),False,NONE,a8e773db-6b94-4bbe-86a1-fdc2555f56b0,b50rock,{01CE0D04-A444-4E05-A299-3EB2F3AFB3CB},8,2018,False,False,CheezeBallHustle,{D3C2EF9C-E296-4150-82EF-9CE296F1506A},b50rock,CheezeBallHustle,15.0
916,1,10,96.0,Team(Team Tacky Dick),134.0,Team(2 Str8 Dudes In a Twin Bed),False,NONE,3ed146d5-ce0f-4136-87ce-9eea3de2410a,adrenth01,{9F46CDD4-E40F-46AB-AF45-3203483549EA},8,2018,False,False,kevinconklin05,{BACD49E7-E651-4852-B571-C9889FA45A6B},adrenth01,kevinconklin05,38.0
917,2,5,172.0,Team(Twat Waffles),95.0,Team(Team Double Dragon),False,NONE,ea688893-6fcb-4d44-8cae-dd198a6b549b,jstoll65,{704398CC-E7F5-40F6-BA8F-D0C4843727AF},8,2018,False,False,jmuggy20,{66554CD2-EC21-410C-9284-FC9D5614B933},jmuggy20,jstoll65,77.0
918,11,6,169.0,Team(Beats by Ray .),114.0,Team(Black Man Feel it Feel it),False,NONE,478d7360-77d0-4915-b1ad-de47ca1a609e,Rodney19140,{FA77B69A-52E6-40D4-831F-8D35670B9BED},8,2018,False,False,joe52690,{E86AAC04-DB33-47FC-B06E-01CD6D7C34D5},joe52690,Rodney19140,55.0
919,9,7,155.0,Team(Cucamonga Crack'a Killaz ),152.0,Team(You Can Call Me Daddy),False,NONE,0bb7d3d6-1ef7-43e6-80d5-86be08422b6b,njohnson9352,{79753C2B-58B1-4142-9639-04366A32FC38},8,2018,False,False,Dieselbaron,{B550370D-2841-4220-80C7-D7CF19847E04},Dieselbaron,njohnson9352,3.0
920,4,12,119.0,Team(Rich's Bitches),156.0,Team(Kerryon My Wayward Son),False,NONE,07689bda-88e6-4f3c-bb83-51a0668c3a3c,juicebox269,{3EE836C8-9956-4A3D-AE5B-6F24FFABAEB0},8,2018,False,False,RichoSuave,{C15DACB8-4387-4BC5-98F6-10A6E48834D5},juicebox269,RichoSuave,37.0
921,8,1,107.0,Team(THE Miami Demon Dolphins),106.0,Team(Team Tacky Dick),False,NONE,80b2b6ea-69a7-4559-988c-d52c555a1625,kevinconklin05,{BACD49E7-E651-4852-B571-C9889FA45A6B},9,2018,False,False,b50rock,{01CE0D04-A444-4E05-A299-3EB2F3AFB3CB},b50rock,kevinconklin05,1.0
